Date,AAPL,ABT,AMZN,BAC,C,COP,CVX,EOG,GOOGL,GS,JNJ,JPM,META,MRK,MSFT,PFE,SLB,UNH,WFC,XOM
2019-09-19,53.10381317138672,73.72479248046875,91.07499694824219,25.45365333557129,55.378150939941406,47.424808502197266,92.79325103759766,60.89513397216797,61.42978286743164,184.61143493652344,108.56112670898438,99.41069793701172,188.65951538085938,65.32435607910156,133.1851348876953,25.40184211730957,32.14171600341797,208.7202911376953,41.305294036865234,53.73354721069336
2019-09-20,52.327537536621094,74.03483581542969,89.70800018310547,25.25733757019043,55.076351165771484,48.09699249267578,93.28850555419922,60.43999099731445,60.98793029785156,183.33334350585938,109.84607696533203,99.01100158691406,188.45114135742188,66.25011444091797,131.646240234375,25.527076721191406,31.750173568725586,208.7561492919922,41.06882095336914,53.547813415527344
2019-09-23,52.56547164916992,73.66278839111328,89.26499938964844,25.197586059570312,55.235191345214844,47.59086608886719,93.7237548828125,59.790802001953125,61.228450775146484,183.09324645996094,109.92117309570312,98.99433898925781,185.36534118652344,65.62775421142578,131.36297607421875,25.213993072509766,31.775712966918945,205.06309509277344,41.34751510620117,53.5849609375
2019-09-24,52.31553649902344,73.02503204345703,87.08049774169922,24.7025089263916,53.92478942871094,46.89495849609375,92.85330963134766,58.619319915771484,60.417152404785156,178.19552612304688,109.76264190673828,97.70362091064453,179.8684844970703,65.03651428222656,129.7013702392578,25.05396842956543,30.269073486328125,201.68373107910156,41.08572006225586,52.8494873046875
2019-09-25,53.12063980102539,73.39704895019531,88.41649627685547,24.967119216918945,55.10017395019531,47.037315368652344,92.68069458007812,57.283653259277344,61.78633499145508,180.1511993408203,109.2953872680664,98.26155090332031,181.37664794921875,64.64752197265625,131.5706787109375,24.977439880371094,29.996679306030273,199.14700317382812,41.60085678100586,53.0055046081543
2019-09-26,52.84666442871094,73.21989440917969,86.99199676513672,24.86469268798828,54.8857536315918,45.61384201049805,90.1668930053711,56.03008270263672,61.60533142089844,178.5986785888672,107.50981903076172,97.45378875732422,178.70758056640625,65.25433349609375,131.74058532714844,24.893943786621094,29.40082550048828,193.15032958984375,41.27150344848633,52.723201751708984
2019-09-27,52.589515686035156,72.49352264404297,86.27249908447266,25.05247688293457,55.163719177246094,45.78782653808594,88.99626922607422,55.948028564453125,60.7950325012207,179.2419891357422,107.30123138427734,98.02838134765625,175.72100830078125,64.49971008300781,130.03175354003906,25.200069427490234,29.222074508666992,192.95310974121094,42.825416564941406,53.10208511352539
2019-09-30,53.82721710205078,74.11455535888672,86.79550170898438,24.898832321166992,54.8619270324707,45.06028366088867,88.99626922607422,55.38092041015625,60.55649948120117,177.74954223632812,107.9520263671875,98.00340270996094,176.69338989257812,65.48770904541016,131.25912475585938,24.99830436706543,29.085880279541016,194.79966735839844,42.5974006652832,52.45576477050781
2019-10-01,53.97623062133789,72.49352264404297,86.78250122070312,24.275720596313477,54.12332534790039,43.61310577392578,87.05278015136719,53.41102600097656,59.80570602416992,173.85533142089844,108.46102905273438,96.22137451171875,174.4410858154297,65.04427337646484,129.40867614746094,24.65043067932129,27.83460235595703,194.7009735107422,41.43196105957031,51.22254943847656
2019-10-02,52.62315368652344,70.44734954833984,85.6614990234375,23.763572692871094,52.622344970703125,41.96821212768555,84.26129913330078,52.08285140991211,58.41322326660156,170.04702758789062,110.13809967041016,94.30609893798828,173.24050903320312,63.49617385864258,127.12393188476562,24.142534255981445,27.034460067749023,194.28866577148438,40.9337043762207,49.885353088378906
2019-10-03,53.07017135620117,71.81147766113281,86.22100067138672,23.73796844482422,52.97176742553711,42.4348030090332,84.90664672851562,52.858856201171875,58.98400115966797,169.18069458007812,109.46226501464844,94.17179107666016,177.9832763671875,64.36750030517578,128.6627960205078,24.664350509643555,27.281314849853516,193.04275512695312,40.94215393066406,50.501956939697266
2019-10-04,54.557838439941406,72.62641906738281,86.98249816894531,24.215974807739258,54.14716720581055,42.30826187133789,85.43193054199219,52.918548583984375,60.051673889160156,172.2342529296875,111.52320098876953,96.21154022216797,179.04495239257812,66.12564086914062,130.3999786376953,24.99830436706543,27.136606216430664,197.0226287841797,41.55864334106445,51.23741912841797
2019-10-07,54.56985092163086,71.7848892211914,86.63300323486328,24.164756774902344,54.12332534790039,43.17816162109375,84.98918914794922,52.05299758911133,59.91728210449219,171.89111328125,111.10601806640625,96.00169372558594,178.2809295654297,65.65108489990234,129.45590209960938,24.92873191833496,27.068506240844727,198.31341552734375,41.22084045410156,50.53166580200195
2019-10-08,53.930564880371094,69.54385375976562,85.27549743652344,23.584327697753906,52.733524322509766,42.624595642089844,83.82609558105469,51.28445053100586,59.018707275390625,169.2921905517578,110.00462341308594,93.86119079589844,176.365966796875,64.79533386230469,128.08692932128906,24.65043067932129,26.140689849853516,197.30050659179688,40.384765625,49.55104446411133
2019-10-09,54.5626335144043,70.42079162597656,86.09950256347656,23.80625343322754,53.55152893066406,43.44702911376953,84.8991470336914,51.179969787597656,59.6271858215332,168.84616088867188,107.81855773925781,94.5411376953125,178.4496307373047,65.48770904541016,130.51329040527344,24.831323623657227,26.30242156982422,199.0663604736328,40.663455963134766,50.100772857666016
2019-10-10,55.29804229736328,70.9876937866211,86.01300048828125,24.28425407409668,54.496612548828125,44.19040298461914,85.98722839355469,51.418758392333984,59.977783203125,171.43655395507812,107.68504333496094,95.86737823486328,178.6282196044922,65.16098022460938,131.32525634765625,24.900901794433594,26.447124481201172,200.54537963867188,41.08572006225586,50.70254135131836
2019-10-11,56.76889419555664,70.81871795654297,86.59600067138672,24.676902770996094,55.672000885009766,44.62533950805664,87.15780639648438,51.672447204589844,60.28722381591797,175.56227111816406,109.57908630371094,97.48741149902344,182.7558135986328,65.61217498779297,131.87278747558594,25.12354278564453,27.647335052490234,199.0573272705078,41.55864334106445,51.24485397338867
2019-10-14,56.68717575073242,70.9876937866211,86.82150268554688,24.87322235107422,55.783172607421875,44.388092041015625,87.18032836914062,50.88151550292969,60.38938522338867,176.5401153564453,109.07012939453125,97.74761962890625,181.85292053222656,65.88446044921875,131.75009155273438,25.255739212036133,27.72394371032715,197.73072814941406,41.60931396484375,51.39342498779297
2019-10-15,56.55499267578125,72.90869140625,88.36900329589844,25.3768367767334,56.56147766113281,44.24574661254883,87.27788543701172,51.672447204589844,61.60285568237305,177.0890350341797,110.8389892578125,100.69390106201172,187.4192352294922,66.1567611694336,133.65716552734375,25.394882202148438,27.92823600769043,213.86546325683594,42.31871032714844,51.57171630859375
2019-10-16,56.32668685913086,72.73081970214844,88.87149810791016,25.752403259277344,55.19548034667969,43.5127067565918,86.37741088867188,51.08651351928711,61.64053726196289,177.9124755859375,112.78311157226562,100.4588623046875,188.07411193847656,65.69776153564453,132.56199645996094,25.2835636138916,27.196191787719727,212.43124389648438,41.87956237792969,50.68766403198242
2019-10-17,56.54537582397461,73.26443481445312,89.3740005493164,25.82923126220703,55.2748908996582,43.44895935058594,86.5575180053711,50.02999496459961,62.12651443481445,177.0890350341797,113.61746978759766,101.02125549316406,188.9075469970703,65.19209289550781,131.8822479248047,25.36705207824707,27.145118713378906,218.41903686523438,41.896446228027344,50.62081527709961
