date,AAPL_ret_1m,AAPL_ret_3m,AAPL_ret_6m,AAPL_ma_ratio_20,AAPL_ma_ratio_50,AAPL_volatility,ABT_ret_1m,ABT_ret_3m,ABT_ret_6m,ABT_ma_ratio_20,ABT_ma_ratio_50,ABT_volatility,AMZN_ret_1m,AMZN_ret_3m,AMZN_ret_6m,AMZN_ma_ratio_20,AMZN_ma_ratio_50,AMZN_volatility,BAC_ret_1m,BAC_ret_3m,BAC_ret_6m,BAC_ma_ratio_20,BAC_ma_ratio_50,BAC_volatility,C_ret_1m,C_ret_3m,C_ret_6m,C_ma_ratio_20,C_ma_ratio_50,C_volatility,COP_ret_1m,COP_ret_3m,COP_ret_6m,COP_ma_ratio_20,COP_ma_ratio_50,COP_volatility,CVX_ret_1m,CVX_ret_3m,CVX_ret_6m,CVX_ma_ratio_20,CVX_ma_ratio_50,CVX_volatility,EOG_ret_1m,EOG_ret_3m,EOG_ret_6m,EOG_ma_ratio_20,EOG_ma_ratio_50,EOG_volatility,GOOGL_ret_1m,GOOGL_ret_3m,GOOGL_ret_6m,GOOGL_ma_ratio_20,GOOGL_ma_ratio_50,GOOGL_volatility,GS_ret_1m,GS_ret_3m,GS_ret_6m,GS_ma_ratio_20,GS_ma_ratio_50,GS_volatility,JNJ_ret_1m,JNJ_ret_3m,JNJ_ret_6m,JNJ_ma_ratio_20,JNJ_ma_ratio_50,JNJ_volatility,JPM_ret_1m,JPM_ret_3m,JPM_ret_6m,JPM_ma_ratio_20,JPM_ma_ratio_50,JPM_volatility,META_ret_1m,META_ret_3m,META_ret_6m,META_ma_ratio_20,META_ma_ratio_50,META_volatility,MRK_ret_1m,MRK_ret_3m,MRK_ret_6m,MRK_ma_ratio_20,MRK_ma_ratio_50,MRK_volatility,MSFT_ret_1m,MSFT_ret_3m,MSFT_ret_6m,MSFT_ma_ratio_20,MSFT_ma_ratio_50,MSFT_volatility,PFE_ret_1m,PFE_ret_3m,PFE_ret_6m,PFE_ma_ratio_20,PFE_ma_ratio_50,PFE_volatility,SLB_ret_1m,SLB_ret_3m,SLB_ret_6m,SLB_ma_ratio_20,SLB_ma_ratio_50,SLB_volatility,UNH_ret_1m,UNH_ret_3m,UNH_ret_6m,UNH_ma_ratio_20,UNH_ma_ratio_50,UNH_volatility,WFC_ret_1m,WFC_ret_3m,WFC_ret_6m,WFC_ma_ratio_20,WFC_ma_ratio_50,WFC_volatility,XOM_ret_1m,XOM_ret_3m,XOM_ret_6m,XOM_ma_ratio_20,XOM_ma_ratio_50,XOM_volatility,AAPL_target,ABT_target,AMZN_target,BAC_target,C_target,COP_target,CVX_target,EOG_target,GOOGL_target,GS_target,JNJ_target,JPM_target,META_target,MRK_target,MSFT_target,PFE_target,SLB_target,UNH_target,WFC_target,XOM_target
2018-07-31,0.016615119250388943,0.08185860097386355,0.14556923382240816,-0.0009343667862711236,0.005788931369302697,0.15296187540281006,0.07925572493904154,0.13802247738394557,0.06421325208447715,0.034451510606114066,0.04923033171228486,0.1886059427566189,0.03714594109084435,0.1323581919217891,0.2250687354847789,-0.006013035123986321,0.033368333300081154,0.2153407503418014,0.09193784377651615,0.04821418325063176,-0.027421293678133285,0.03943309395541483,0.0458772514064516,0.24709921133467624,0.07042905329332405,0.06236548431668121,-0.07590175617556594,0.03630467572584095,0.05340447969972284,0.22222233392595883,0.05651499261567139,0.1117712688286352,0.2439558045050152,0.022336971162659536,0.04772524374634357,0.18984281630927144,0.016257506832129565,0.01498982780066882,0.026238649722103657,0.017194836999410823,0.011756072340080914,0.19659405668028118,0.05498094903529149,0.10698412794053436,0.12475893039053965,0.028494653058572794,0.0606060124983141,0.16770985982766334,0.07452015541567514,0.1960627211659569,0.03806417655877059,0.019098306580034974,0.05753609615597388,0.25494593097446167,0.06346839113653968,0.018028510601795222,-0.10807277566062434,0.030172146899568375,0.03283534206357497,0.15323423897965474,0.08998189747003371,0.08099455916002052,-0.027732129324535393,0.038826679439635026,0.06683146936293416,0.20365600989410024,0.09987282432236211,0.07092878481348164,0.00424274228274113,0.04341108965359197,0.057666282351682696,0.22192540449887818,-0.12555736081729385,-0.019822029368298577,-0.07656927012498338,-0.1375205608298734,-0.11869491931595055,0.7225252254187355,0.08948025622667832,0.15844747493895017,0.13011821721701122,0.04705947144453493,0.07180199799246667,0.14361895379520528,0.06069365423865447,0.13934097847459959,0.12662101728898412,0.011537981550793441,0.04093059331198745,0.2137132693075258,0.09909166303777206,0.15562612768715045,0.09863202485031342,0.061192141346993356,0.08570359585068155,0.14639264632408583,0.0354238145922221,-0.009433368175802648,-0.0691449540480269,0.006791740719722217,-0.003426585420775452,0.16878394491797083,0.02319389957523388,0.08847653951843948,0.07676789223601044,-0.0023794942553884146,0.011260110207119034,0.161093047760375,0.01722307964499592,0.10598464563157717,-0.11727563122122009,0.007119716333215953,0.030354999130270066,0.20168218812085023,-0.003057645507438589,0.07208575340322776,-0.047215246274135425,-0.011922118789281955,-0.0033673146282678923,0.15556655683410045,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
2018-08-31,0.09826597237538648,0.18166840155169006,0.2979520619314251,0.06191245357686492,0.13964399536929406,0.12102498299451318,0.024681559818734655,0.06521400709790193,0.10814109901682722,0.024752496548715808,0.04712265366652524,0.10416950342596702,0.10388913386290688,0.1864945477723301,0.3089603950669033,0.053891003036721896,0.10273538031144813,0.1638160665816781,-0.01840674539107945,0.06215668554884668,-0.0328129060003266,-0.0038164571657850477,0.025143179247137715,0.14239292668687623,-0.015886137206532647,0.07383248136377851,-0.027432752556484252,0.002420305423752822,0.024116069780652616,0.193231621176891,0.030018276256916776,0.09134873452952674,0.3695124329072377,0.024542672932073684,0.03872722798362571,0.2884857982410587,-0.03590713800654566,-0.02553767464722445,0.061492563631115216,-0.012315743644700894,-0.027970926354020542,0.17359681004438487,-0.03414760125076033,0.01564503889448976,0.174174968014706,-0.006825256714096395,-0.03251100777216809,0.26271044193306875,-0.005136749810400576,0.07018127405102459,0.11890269828325373,-0.00752371980416322,0.01674469082643637,0.16534147881584665,0.01925569139055683,0.04492223467617218,-0.10298114395762525,0.011703170053743328,0.02959507266118333,0.18973774152227374,0.027568200417383393,0.11613103010142356,0.06530348096463379,0.015702252637223246,0.04760400452309277,0.12280836822646315,-0.021436492466515245,0.06827375360225751,0.005443260340753486,-0.0077721369544472285,0.02473948516990543,0.11853543728192549,-0.011531131060854904,-0.08919875329794746,-0.02252760680778454,-0.011786846590975952,-0.07169597605342926,0.23308107987857224,0.04034575326020873,0.1259173801660709,0.2840609265078702,0.008698543810245374,0.05868024444625486,0.13566164538222228,0.04370879271103978,0.10345727313093911,0.2135774428517323,0.03295505212871608,0.06474832113102758,0.12315312362916143,0.024173814534681926,0.149109016877218,0.17843645834726019,0.0002770798084568149,0.06527763254703811,0.13346011682554074,-0.0414329027840773,-0.07741759326074804,-0.0451666191607466,-0.02214731034083184,-0.04177598953901229,0.21585423236069648,0.04369797257883801,0.10219545828686272,0.19507297892465192,0.02123234042835298,0.045286192878610354,0.09610073745303833,0.0013248052676031463,0.0808799504976252,0.03997661930345808,-0.001907184590721589,0.025241927822253096,0.09061764908380458,0.009936315971397436,0.003927947435111934,0.07400751125648819,0.010195394775349254,-0.0034557251973932335,0.1407752151172729,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1
2018-09-30,0.0031552307786748557,0.21023447377130933,0.3504678773104577,0.015239499777569998,0.05959478236346505,0.22577218824712597,0.09459828483588217,0.20802841530007377,0.2549906555468511,0.0675899400051907,0.10337324709406603,0.170398752547388,0.00030961384911964984,0.16876142830979024,0.43888510051420937,0.017572836422922844,0.048729117232956476,0.24118555372647632,-0.045391722595260586,0.0467613214792022,0.004506753388696438,-0.036895231210482216,-0.04247591083104474,0.15377109070783865,0.003918243502357921,0.07492865292685602,0.05919737377263812,0.0011093772871071383,0.006325610850098418,0.18614038968279661,0.05220205875969808,0.13307837462021532,0.2999930406849154,0.042592828091942536,0.06627731453347363,0.17673357930987996,0.020615992297226438,-0.006419721715207327,0.08446260041382936,0.03040314400440547,0.017255938072962662,0.16269004297936243,0.07282852018633146,0.04377144922445009,0.21797756484856112,0.0670715353148954,0.055410543997277184,0.19671852180149535,-0.03775380708714415,0.056886132565096004,0.18494536417039797,0.016599337744086062,-0.010416030443149094,0.17955751057732927,-0.06332471906972914,0.007715765516457251,-0.09897750433791119,-0.033585586419763835,-0.04078623813415827,0.15826255505515893,0.02386051813081891,0.14402691199220263,0.09172101936562438,-0.00324630196114728,0.02909194876668253,0.1236054292566011,-0.020401447602023004,0.07968375323041754,0.042975544181161895,-0.018232114196475968,-0.020333167356811566,0.15280351712420012,-0.07419508796036145,-0.1667003156511101,0.05348805846187288,-0.0029403395281901723,-0.06058283225803196,0.2549984745490761,0.04207815189476416,0.18134344673776104,0.330671611107074,0.016759060565538553,0.04904053803194808,0.11226088767219658,0.02161700173318737,0.14798625534194776,0.2853391357096313,0.018954454560392797,0.042327626323319656,0.17020159768911042,0.06192789027637402,0.2233762299116273,0.25782306577969694,0.026949843961856512,0.06460507388417702,0.09273918438849943,-0.0455994468706149,-0.058332764722430874,-0.04531749413350872,-0.0028398848915136554,-0.03779012813785121,0.16748744931047235,-0.005411346682930085,0.07862318629655873,0.1928127968512814,0.003149721002681849,0.017926025537964296,0.15244704256386296,-0.10092376515857548,-0.059932215632191865,0.0242558337735439,-0.05609394056939421,-0.08139730708915027,0.15535383443459283,0.056017750084351725,0.050598382148282495,0.1565922211625166,0.019192117463666447,0.045613169453018854,0.13876765926093146,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1
2018-10-31,-0.05692256710820298,0.05595250353310233,0.19933905762580828,-0.003106483832368001,-0.01047397046862486,0.3446567345913293,-0.03909725887426485,0.061220752861744776,0.18376929838005807,-0.0005627831981519504,0.004721093125271247,0.2563437326133071,-0.18166598008002732,-0.12355686986975523,0.010790939872679095,-0.08838583245366971,-0.14935853562890944,0.6134974542829199,-0.08333344126761266,-0.12304252532327864,-0.05304306063737152,-0.023697627098580587,-0.07141369704245293,0.29086482030251015,-0.09535679517160534,-0.09573147557081718,-0.030429410964375236,-0.039873250295748175,-0.06864375449368632,0.24683134099100573,-0.10660411293203276,-0.015372312201600846,0.058528549934562246,-0.03518575690156678,-0.04762928636953012,0.38438182498468054,-0.10900952043568113,-0.09133076193663592,-0.09421357300076516,-0.04713126345605734,-0.05821906133780941,0.2582617690859722,-0.19060101947996277,-0.13790183828309321,-0.07827790484384334,-0.1046990553173287,-0.1152495573720238,0.3563180157931498,-0.09983240838891416,-0.11919309786831722,0.037659418927852295,-0.015774888389166297,-0.06367377108502925,0.43140359811128876,-0.010580498070015043,-0.034062257300298215,-0.034153582709093744,0.0255417889937124,-0.010458173470639487,0.33064883457966704,0.0069051419889674115,0.06800270800202557,0.14315259697858962,0.014490198126390075,0.015385101060614081,0.18717445065233798,-0.04569337008664609,-0.0624011273726508,0.017984350961912865,0.004413104676293189,-0.02595184652338134,0.251090257778984,-0.06550500017752114,-0.14619190155663309,-0.14053562850008328,-0.00859535338343087,-0.059969005829675126,0.4082111568838829,0.03138554914669833,0.12410492214635438,0.293246573491031,0.0329486348257213,0.04736447014191425,0.2377408575555486,-0.07258860775461562,-0.007580261241942887,0.13162839704125462,-0.013685491747323142,-0.03312617039669152,0.443587373595693,-0.039053740452117514,0.06216100738075214,0.25862707504135884,-0.01882139325213461,-0.00418115922433393,0.28368626538219854,-0.18061322847599115,-0.2150640479333925,-0.24267228983482192,-0.10976541589618827,-0.14763354092602232,0.2608307116270558,-0.03525269617644322,0.019484529876854895,0.11555481221476316,-0.008276003323597236,-0.012917659979818752,0.3046574765763684,0.011016052568242563,-0.08856835720451628,0.02307781368156836,0.01201565605417132,-0.026777787082204463,0.2764194770527605,-0.07510161018407813,0.0037637099205993785,0.05744877189903885,-0.021346603499241557,-0.032039349249248894,0.22111306337254452,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0
2018-11-30,-0.19357811740641073,-0.2152604446251435,-0.06972447125055647,-0.05784130307421942,-0.14154335536718254,0.44479964102714264,0.05559513020473972,0.10794897578849372,0.1849704670421206,0.04522478388607798,0.0530860636699193,0.27505046657435434,0.014794117240179538,-0.17128626507008426,-0.0036430939124144635,0.04107745741933955,-0.027936825302124824,0.49189118112712077,0.021215361687274337,-0.08358099490289805,-0.020010846303494145,0.01792112821963343,-0.00025343071448269416,0.23223601184312423,-0.009024327318440606,-0.08633141046923432,-0.016669516532060613,-0.0016718756012489289,-0.03811134036171926,0.30761267661265573,-0.04886487730635325,-0.09097967002916763,-0.012265194338803909,0.0001208111392885236,-0.0651112561332644,0.3214168259419324,0.08034923992277565,0.010367927802846344,-0.012027143597127088,0.01687537724786159,0.013511334664084496,0.2996149076281642,-0.033492665247705666,-0.12053229187998793,-0.11092827130290894,-0.002789641091080708,-0.08879099861624273,0.46577607860159553,0.02179589171634566,-0.08392559371359165,-0.03594203828381781,0.04175122514824681,0.0027110270814458826,0.3099439725736318,-0.1564426360255633,-0.19438597096077737,-0.158726981521496,-0.0742436725822484,-0.11517644519815651,0.3699003897737621,0.049818699512808706,0.10555996139723778,0.22506320816956893,0.022138910578741733,0.04862149817964512,0.17482741396703627,0.020279096345295455,-0.02762807763707753,0.043927123083416175,0.014095575992840947,0.010572622537500465,0.21993826226765578,-0.07341027024463365,-0.17848800710812351,-0.271224251181307,-0.0036846309645265363,-0.06436777703239538,0.3430560107286795,0.0850653794172378,0.17558978643319323,0.31126672399529465,0.05416973426271987,0.08900019105486101,0.1737849937754654,0.051444961417402624,-0.0030519928439779465,0.09401760054299912,0.03461263753382826,0.020480889129951496,0.32713050994952597,0.06679057276549383,0.1260995679479333,0.28933620098257684,0.055577418890450314,0.05840570370790754,0.22119278759456396,-0.12698440405162914,-0.271640810545537,-0.33596446916983946,-0.07019903513944115,-0.17363557583634992,0.24971565563777876,0.08174285358162914,0.05475223460731171,0.16275937757221826,0.04757898915205461,0.05936345125367293,0.2677637488326614,0.021641742018725596,-0.06940241870392883,0.011368429194469565,0.023437044846012167,0.03092286248957543,0.15790789558020904,-0.004513468771349838,0.00019819610109550467,0.00563006919926301,0.006506179218584318,-0.015382523351992972,0.23188876458694538,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0
2018-12-31,-0.12147018584158598,-0.30348326740064435,-0.15137553394568037,-0.04389559571453672,-0.15194597321016956,0.43406819537450597,-0.012694329599857501,-0.02013758972247537,0.19596500604807132,0.023598203785963223,0.031829469255051146,0.34000595078724394,-0.10253523279006349,-0.25064857236429317,-0.12359228732158656,-0.040875006941938685,-0.06841651163369233,0.5957277237816256,-0.11634436099713141,-0.1643269735771492,-0.11960807690458541,-0.011936808004649468,-0.0684939509270791,0.3724619449517615,-0.19784289205096506,-0.27125936840023834,-0.21458103523128724,-0.06244658988957641,-0.1498293376380424,0.31202426431735797,-0.06759392583371049,-0.21626775859963354,-0.08340179202636411,-0.019800514618841913,-0.05367998239143956,0.4311764675047775,-0.08464437231891031,-0.1168642852866012,-0.107392797825272,-0.02796629926046168,-0.04383981588825181,0.33195571176639393,-0.17312938363705255,-0.32530054509354034,-0.28516887464194995,-0.09505949764919452,-0.14487905669229917,0.47143710434948033,-0.045332527482953244,-0.1353462338411604,-0.08506177380428082,-0.005905830281039748,-0.01700581461779682,0.37339071097444737,-0.1426741162692846,-0.2556408252816581,-0.24625140097427478,-0.03534114234415764,-0.14738780111740968,0.347514576021689,-0.11518689436442242,-0.07028584604920185,0.07531906603766814,-0.0535352608833457,-0.0746404474561988,0.4302146472629025,-0.11302926286640747,-0.13388918590575016,-0.059404281021220195,-0.027858740188318354,-0.07183800670248874,0.2847232374598235,-0.05473029572956323,-0.19299432336780376,-0.33578221577276846,-0.045462261730681464,-0.07435517628031085,0.5157823469456585,-0.012378396784552548,0.07571100426680744,0.2813528596805406,0.007367097112275456,0.027377579978005828,0.26377311188576574,-0.07822847936923794,-0.11764728852235085,0.02391103195253197,-0.030066231019968415,-0.0408548552353345,0.4223986903954563,-0.040870076962549295,-0.006396201149834191,0.22106726048193814,0.002572474008733616,0.0034040629809017897,0.271430386415544,-0.20536218010267404,-0.40779542200043895,-0.4362071840551529,-0.0889499069882187,-0.21407733804538887,0.3664494860382035,-0.11549794778332001,-0.07128954257740083,0.013250570804879569,-0.04066188346072663,-0.05275176666179282,0.3125336812997012,-0.14729833421030647,-0.1109513359755342,-0.16916320599870927,-0.036044003983068396,-0.09009108684004863,0.3055739486359781,-0.13749037998811575,-0.19728130180870818,-0.1488289522322942,-0.0728754552747708,-0.11139109334598518,0.31153190386371005,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0
2019-01-31,0.053951349231277534,-0.21696811707052843,-0.16820598208532422,0.08093003869008131,0.020863714581000226,0.5121125106243535,0.054941399450255446,0.0782122253036166,0.13646003311707888,0.04652878411683714,0.04239850160938263,0.3228250001157962,0.11668934637818262,0.1230446069452702,-0.043646368170034644,0.044771454003842415,0.07562757028704392,0.38904080506093963,0.14062461155403239,0.06904797101384941,-0.07943999518461298,0.03223223546595788,0.07609345120920596,0.32843474797753547,0.20418444430903948,0.0057906816739894396,-0.09199530043661996,0.07182341470825904,0.09578135716312342,0.28714296179545856,0.06800203629246493,-0.026323635961941982,-0.053407687669624226,0.029106323974916082,0.044563041793212355,0.297064267060858,0.03577562054186667,0.04438877133910357,-0.0678647958079791,0.020757943831853254,0.01489100203885263,0.19720785987571307,0.09725074067761552,-0.05770205522823535,-0.20681173414553233,0.018257366549812026,0.013574976846112863,0.29863700101685764,0.06751798464602232,0.07277671397289898,-0.0868621413599503,0.04027138367872185,0.057801718954434866,0.31724472541948334,0.15101984700458315,-0.09334251065723076,-0.1549301786962134,0.04863727049257904,0.08081344033334825,0.3896062193499772,0.04172206049700611,-0.04847290996880116,0.01643525884211594,0.03112031631087886,-0.011688680386313433,0.1821154682860946,0.05065470374274583,-0.02211318269234741,-0.09155096065578083,0.014621340167018326,0.013420478622146348,0.17747619250922492,0.22855254220113608,0.13999483385566225,-0.028895873312068332,0.14241663300493967,0.18768561797812433,0.4944702664781036,-0.015346026351343967,0.028567954036745613,0.15228503807402838,-0.0021518771078228305,-0.01109028438043469,0.22314395812278712,0.03273342991596517,0.011097612573543802,-0.009364183673983506,0.0013809923517511535,-0.0029461888548322213,0.3215569333435026,-0.009925069747191095,0.00608956817320494,0.08067084648142386,0.01571976478367021,-0.005302449872012005,0.294566453842192,0.18844047759908622,-0.1457828500807341,-0.3241935891481291,0.0453636554126946,0.05608921560467217,0.3822057548843649,0.10969679118302134,0.049494845845564184,0.07344226248622387,0.05356566296464926,0.04081263150564163,0.20004778998864578,0.05141435070916556,-0.05574738628894438,-0.1306719132487565,0.010725309969002339,0.004295973840684475,0.18534513082097112,0.05151350871335958,-0.060384923576616734,-0.06970551328754349,0.02188674526521428,-0.002895401234913164,0.1817429040276255,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1
2019-02-28,0.052299880148254596,-0.001993936787529904,-0.2057381247983303,0.011124610822432324,0.07563958552981576,0.15816497018845582,0.08286832759607266,0.11863349553764047,0.17234001476945582,0.03979972459454251,0.08577876444952603,0.14650637683546447,-0.018318621983625216,0.036935181552594454,-0.15158678161060202,0.0050891077257215755,0.024705089842914862,0.2803143038749017,0.005451362578710484,0.05954615749629988,-0.05551993332105276,0.01259453123265164,0.06966137666266636,0.1748025394202221,0.0032667228992295794,0.015282157434857613,-0.10371296142333697,0.005358379135275593,0.07616950358180019,0.16616175677452452,0.0375713416924881,0.04408825118068216,-0.050036602864007795,-0.011931834354387938,0.03216854989102891,0.23064292912148432,0.06877339463277576,0.04836456589292992,0.017541140458344096,0.011138607880177176,0.05841655462466622,0.1572001168339287,-0.054801400571081516,-0.0759171538734773,-0.19996916915599772,-0.02505818396267101,-0.012921643052318132,0.26319451652326914,0.02601116018070848,0.0705802301171039,-0.09576505772210164,0.0043780311086505375,0.037261158891190194,0.2015056384212855,-0.024622847181663743,0.02398204933904302,-0.1791441125526767,0.0058910314157276655,0.05846461325353913,0.1895199652027549,0.044866655375050524,-0.03961568535312332,0.030539920288000788,0.02102273812780453,0.05044698333241304,0.11450369390491522,-0.000478896326514322,-0.04112745118976935,-0.08778836539892354,0.0036111810819559054,0.028755983503096827,0.16256286084196594,0.07332795019981253,0.19592564674972524,-0.08402369930531373,-0.02096631801417692,0.07378056931424282,0.4258340426229518,0.10794631741603333,0.07230614615110853,0.20090904381004626,0.03427017699183432,0.06765839173482302,0.15291151143258733,0.05760889681938086,0.050106961286452645,0.024800454339011457,0.04253033476369272,0.07173304835268413,0.19290639148329097,0.05167404257751462,-0.007747090631714304,0.06183195458542512,0.022357182169063572,0.03007313033569181,0.17806160512759597,-0.009554004947255779,-0.02474789140100775,-0.29114744839520457,-0.004366097259655866,0.060424447230139844,0.2457449122802143,-0.10411645657169466,-0.10383906953301192,-0.09197443230026614,-0.08389666685314234,-0.057534614113006644,0.2698386315107255,0.005036630547122556,-0.05353877899606341,-0.14085739546636789,0.01674199162421064,0.03970578912745526,0.18125870068283645,0.10537303746555038,0.037085099337268446,0.0054491658268651655,0.0351126274176925,0.08937619685071363,0.18217040349729702,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1
2019-03-31,0.08561487966549253,0.22105000058604785,-0.14900949514322537,0.03396660078585434,0.09485663495648433,0.22719966544183015,0.01717799705349643,0.12970437358345532,0.10436720930867027,0.01602712447249721,0.05715004385112965,0.1598145201012309,0.06521383553078941,0.20482127843382103,-0.11536630628885147,0.03230087512587332,0.0638687940949787,0.23757523592593513,-0.058683007108308094,0.1369766182895249,-0.06860946804964008,-0.030875704367390067,-0.038521773319139974,0.24144069797973916,-0.03490007531379424,0.20890203317656142,-0.1351792450492687,-0.01116464308090559,-0.015293865298031895,0.24456847683396793,-0.031771477947314275,0.08712549464655894,-0.13151269388928744,-0.01009353931818946,-0.013904540881801486,0.2484565543131644,0.009423766012816026,0.1451286130999736,0.025836320500780108,-0.004770998404024063,0.03227980026623234,0.1398552614442195,-0.012860527615325745,0.08995484670977083,-0.24752434533265588,0.031096420669135538,0.0003741082047949984,0.35153519674193906,0.02470141450901675,0.12440283518563477,-0.025236841882267713,-0.007780785729654016,0.03043316166363197,0.1867322515152555,-0.031331970752907945,0.18239151955077237,-0.15014481614554165,-0.013959292087508124,-0.019813084143723403,0.20344262017269246,0.010408293327909268,0.10565877556146819,0.02454980501379489,0.010821444794342217,0.0375282745801675,0.09759406555468551,-0.03064216542230569,0.05393070747972173,-0.102630428341422,-0.019174417841664848,-0.02287993724324633,0.17976497510900266,0.027175406628955123,0.25142667071834834,-0.012733742966078654,-0.005832832266206234,0.023778742605079728,0.267174895711997,0.025528664902459086,0.11097814388789673,0.19232710985886037,0.020231877250983743,0.05633546102250864,0.10674190108765878,0.04807585916126511,0.17983535965557707,0.03972869287630121,0.02321614945964834,0.06889004374907692,0.17761605595615748,-0.020526103734545997,-0.002772471565057999,-0.01659437355475457,0.011334753775460227,0.010732393382031802,0.1780605951292336,-0.03584864371393415,0.20421858392061232,-0.2716110222075133,0.009195469889270225,-0.0026836266874676884,0.29665287069082596,0.00834330937961325,0.007974839296581715,-0.05914668332753836,0.005934458567445011,-0.035399980570059,0.28128420435057716,-0.03417946882987577,0.06505080036820043,-0.06943400188139337,-0.028372694519296138,-0.022288113356720984,0.1923835388247417,0.00999986985583834,0.19843134226968306,-0.03783113380002734,0.004768914301796157,0.0480751380011224,0.13814563712687222,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
2019-04-30,0.049309806394525646,0.21955002619630615,-0.06503079545186097,-0.0015423145187504206,0.06246799946948989,0.14741651058573124,0.002831843710385362,0.11447503307629203,0.19802994783911654,0.026986946146748902,0.02474503138417483,0.2309370903816225,0.061917362884621685,0.1533077928590807,0.17269791349318986,0.03088443593645307,0.0894932246868243,0.14556075295853235,0.07147840571443131,0.05731452524629055,0.17119752513930964,0.029612271877194063,0.05138030864762766,0.16476166105291562,0.09850829807158057,0.10864244185780092,0.11644685082747142,0.04371938739533188,0.08550109086543389,0.1816878862205049,-0.06751350524921007,-0.03476059189146774,-0.07408610297869533,-0.03676978592418012,-0.05825068611351747,0.20892262335529715,-0.03905886842009354,0.07306333580403823,0.09792900034120322,-0.015869389182426086,-0.019059947975675895,0.24775390387396687,-0.007106449237618384,-0.03216600126619895,-0.09472258096701958,-0.04048587157168182,-6.484168350540109e-05,0.4151093927591852,-1.6552841288763886e-05,0.09195897546267928,0.1063068731227137,-0.027661007144823335,0.004357914247494765,0.29737833790984536,0.046660406440635516,0.021096393653114776,-0.022467495240613866,0.01389973021289137,0.03704126594436641,0.24276853965622217,0.015973575210415536,0.07973625848608923,0.04432774148351215,0.025529200858711576,0.025835369055389412,0.10957442295617531,0.11752702554536665,0.11998837398579587,0.13989225386239257,0.05356249194171614,0.09587753572615965,0.20723825920361402,0.1464137525470981,0.2857331557948908,0.3303983259117127,0.06770301557155256,0.12352235219105001,0.25894572199049865,-0.05510240883827089,0.08006143833508284,0.13351682940654452,0.005441537278737751,-0.015747349941084177,0.23930799834435001,0.09729487829926664,0.23291737433014448,0.23152939464728095,0.06193118840073342,0.11056511549596126,0.13583597361102298,-0.052054320521049524,-0.014798348652011906,-0.030967405430718298,-0.014308474656731462,-0.029560143165840325,0.20060053243827564,-0.04646996263824743,-0.040575591981647285,-0.17494453994324466,-0.05243980524976144,-0.035384190005981364,0.2849499616517277,-0.05078596324592133,-0.13466885621852753,-0.09091640061519202,-0.009209939521711674,-0.04454927434014311,0.36462892362998034,-0.008195167656475544,-0.02477815969825925,-0.039140591887792286,0.010805445174856487,-0.011282119307548077,0.16279479174613337,-0.017741543436751606,0.1228561716133556,0.057579163218673735,-0.015929323258285222,-0.0040469381320901165,0.1697618079642384,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0
